tweet_id,issue,text,author,label,time
878021884671016960,aca,My statement on the Senate s health care bill   WhatsAtRisk  mtpol https   t co CnNEm eIMo,democrat,None,2017-06-22T18:48:24-04:00
877996369339834369,aca,My view of the dangerous  HealthcareBill to dismantle the  ACA that  SenateGOP revealed today  https   t co F  V tOjsK    ProtectOurCare,democrat,None,2017-06-22T17:07:01-04:00
878006050963820544,aca,“This bill is simply another bad deal for the American people    HealthcareBill https   t co      xWVFR,democrat,None,2017-06-22T17:45:29-04:00
877958688153018368,aca, GOP In fact  this  HealthcareBill was deliberately crafted to protect &amp  increase the wealth of the few   ,democrat,None,2017-06-22T14:37:17-04:00
877995366049828866,guns,I’ve read the Republican “health care” bill  This is blood money  They’re paying for tax cuts with American lives  https   t co    DLguNiM,democrat,None,2017-06-22T17:03:02-04:00
877970446687158272,isis,Republicans campaigned on rescuing Americans from the failures of Obamacare  Today marks another step towards fulfilling our promise ,republican,None,2017-06-22T15:24:01-04:00
878009039510261760,isis,Note  tomorrow s hearing on Attorney Advertising will now begin at     am  not     am as previously announced  https   t co KxXJoKtfLO https   t co Aytbf ArgO,None,None,2017-06-22T17:57:22-04:00
878004290983305216,isis,  Campaign Kids   There is not a single provision in the Senate bill that would make the lives of children in America any better  Not one  ,democrat,None,2017-06-22T17:38:30-04:00
877991107254255616,aca,Reading GOP  HealthcareBill  Very concerned about its impacts on access to quality &amp  affordable care  My concerns w   Trumpcare     of many ,democrat,None,2017-06-22T16:46:06-04:00
878026061988085760,isis,I hope  theresa may will accept my invitation to meet w  CA tech firms to discuss their role in preventing terrorism https   t co   Kco l vr,democrat,None,2017-06-22T19:05:00-04:00
878017281531330561,aca, We ll repeal the individual mandate so Americans are no longer forced to buy insurance they don t need or can t afford   –  SenateMajLdr https   t co bLeLo hWQ ,republican,None,2017-06-22T18:30:07-04:00
877948394471161857,aca,Revealed  IT JUST GOT WORSE  New Healthcare proposal to allow insurance co  to charge older people  x more than younger people  https   t co g  K ZBPW ,democrat,None,2017-06-22T13:56:23-04:00
878010177651212289,immigration,As I told  WashingtonPost  it’s unconscionable to deport a man who responded in our country’s time of need  Mr  Cardona deserves gratitude  https   t co  LAIjDJnzW QT  washingtonpost A  hero  who cleared      wreckage faces deportation under President Trump https   t co QkROHEzY T,democrat,None,2017-06-22T18:01:53-04:00
877925397060608001,aca, TrumpCare will devastate  Medicaid to give super rich a huge tax cut   GOP trading money for lives   ProtectOurCare https   t co fHrQJTAUjI,democrat,None,2017-06-22T12:25:00-04:00
877877167824052227,aca,Getting ready to join  Cnn  JohnBerman  PoppyHarlowCNN to talk secret  GOP health care plan and cuts to  medicaid   trumpcare  SaveOurCare,democrat,None,2017-06-22T09:13:21-04:00
877957513190166528,aca,I’ve always been willing to work w GOP to improve our nation’s health care system  but this secretly negotiated bill simply makes it worse,democrat,None,2017-06-22T14:32:37-04:00
877939271835021312,aca,  SenateGOP version of  Trumpcare would be the death of universal health insurance as in the House version  just a little later   ,democrat,None,2017-06-22T13:20:08-04:00
877880685654032384,lgbtq,Congratulations to Justice Paul Feinman https   t co YiWWUDJGtF QT  nytimes The first openly gay judge was confirmed for New York’s highest court during NYC Pride week https   t co QuSUAaW  n,democrat,None,2017-06-22T09:27:20-04:00
877959711416492034,aca,  CoryBooker Statement on Senate Republicans’ Health Care Bill  https   t co MtRSYWvAtQ https   t co NdktFwzg G,democrat,None,2017-06-22T14:41:21-04:00
878307975592517633,aca,The Senate majority s health care bill would      Take health care away from millions of Americans by killing the expansion of Medicaid ,democrat,None,2017-06-23T13:45:14-04:00
878300321138696192,aca,Republicans  deep Medicaid cuts have real consequences for New Jerseyans like Alton  who today shared how the  ACA helped him beat addiction https   t co NFXz sMs E,democrat,None,2017-06-23T13:14:49-04:00
878305827416944640,guns,Finally some good news  https   t co zBmd NvHYT QT  NBCNews JUST IN  Rep  Steve Scalise is out of ICU after sustaining serious injuries during Alexandria shooting  NBC News confirms ,democrat,None,2017-06-23T13:36:42-04:00
878250519709351936,isis,  BlueStarArt received a         Art Works award from NEA  Pleased that federal funds will help showcase amazing local talent ,democrat,None,2017-06-23T09:56:55-04:00
878334353155080192,aca,Did you see this  The Senate s New Health Care Bill Makes It More Expensive to Be a Woman  https   t co   Od    oq,democrat,None,2017-06-23T15:30:03-04:00
878273214438400001,isis,Congratulations to John Finelli of Gulf Breeze for earning the Congressional Award Gold Medal  https   t co IYBMhu Nl ,republican,None,2017-06-23T11:27:06-04:00
878309178154024962,isis,I joined  TeamCavuto on  FoxBusiness earlier this week to discuss how we are moving forward on tax reform https   t co HSOPl ARaa,republican,None,2017-06-23T13:50:00-04:00
878264102031736836,aca,Reminder  Join me &amp   ChrisMurphyCT at  NewHaven City Hall at      today for emergency  healthcare hearing  I need to hear your concerns  https   t co ld CyWbJKK,democrat,None,2017-06-23T10:50:53-04:00
878332162289786884,aca,Holding emergency field hearing in CT on GOP health care bill  Overflow crowd  Story after story of potential devastation  https   t co ZNdIWmBUZ ,democrat,None,2017-06-23T15:21:20-04:00
878293698051702785,isis,Almost every week  we hear of rising premiums or plans pulling out of the market  We cannot accept the status quo as Obamacare collapses  https   t co  dZOs QWIw,republican,None,2017-06-23T12:48:30-04:00
878266512833892353,aca,Tune in to  MSNBC at   am where I’ll discuss healthcare  cybersecurity and other news of the week ,democrat,None,2017-06-23T11:00:28-04:00
878372009284993024,aca, RushMedical  IHAhospitals   AmerAcadPeds   acognews among health organizations already speaking out against the Republican repeal bill,democrat,None,2017-06-23T17:59:41-04:00
878321923289038848,aca,Now is not the time to get complacent  We cannot allow Republican lawmakers to choose politics over people  https   t co x vVYB XNA QT  nytimes Opinion  The Senate s unaffordable care act https   t co   n CM     https   t co X xI P VcX,democrat,None,2017-06-23T14:40:39-04:00
878277896904728577,abortion,The  SenateGOP  TrumpCare bill defunds  PPFA  limits access to  BirthControl &amp  increases pregnancy costs for women  https   t co kOPVNxdJCP,democrat,None,2017-06-23T11:45:42-04:00
878317732789407744,guns,New  pewresearch study      of US adults personally know someone who has been shot  Time for common sense  GunSafety https   t co Mlum CP ok,democrat,None,2017-06-23T14:24:00-04:00
878307011166965761,isis,Congrats to  MrsJosieMcKay at  TowneMeadow in  myccs of Carmel recognized as a       PBS Digital Innovator  https   t co gjoGc en g  IN  ,republican,None,2017-06-23T13:41:24-04:00
878349443942187008,aca,GOP  Trumpcare bill is an enormous broken promise to patients &amp  families nationwide—they are right to be ashamed  https   t co  QJoo pfKB,democrat,None,2017-06-23T16:30:01-04:00
878243759124877314,isis,For  PTSDAwarenessMonth I recognized a  Maine org that helps veterans w   PTSD train service dogs  mepolitics https   t co  dMChpZHL ,democrat,None,2017-06-23T09:30:03-04:00
878246552946352129,guns,We have begun    minutes of debate on the Rep  Foxx  R NC    virginiafoxx  Amendment No   ,republican,None,2017-06-23T09:41:09-04:00
878367058777350144,aca,GOP Senate  HealthcareBill is nothing more than a huge tax cut for the wealthiest few  paid for by billions of dollars in cuts to Medicaid ,democrat,None,2017-06-23T17:40:00-04:00
878277719829733376,isis,This is an important step toward permanently guaranteeing vets  access to fertility coverage  via  starsandstripes https   t co  EUxMvrwwh,democrat,None,2017-06-23T11:45:00-04:00
878366016778194945,isis,Watch my statement calling for increased fed support of      landgrant at the recent  HouseAgNews Farm Bill hearing https   t co bVHrf CDdP  https   t co kIUyXBlPNL,democrat,None,2017-06-23T17:35:52-04:00
878328865378062336,isis, POTUS Today we re showing that we can work across party lines to move VA reforms forward and make them a reality  https   t co UdkqIjq yr,democrat,None,2017-06-23T15:08:14-04:00
878346354816204800,isis,The grizzly bear’s recovery demonstrates just how capable WY is in recovering threatened &amp  endangered species  https   t co VDwGlSrk w,republican,None,2017-06-23T16:17:44-04:00
878270010417795073,lgbtq, HRC Since before my first campaign for Congress  I’ve been a proud supporter of  LGBTQ equality ,democrat,None,2017-06-23T11:14:22-04:00
878248510528737280,guns,We have begun    minutes of debate on the Rep  Bonamici  D OR    RepBonamici  Amendment No   ,republican,None,2017-06-23T09:48:56-04:00
878353849093824514,aca,Let us be clear and this is not trying to be overly dramatic  Thousands of people will die if the Republican health care bill becomes law ,independent,None,2017-06-23T16:47:31-04:00
878686061941198849,isis, GOP       NationalADAPT  alaskawild  ActiveRetirees  OurHospitals  aafp  AmerAcadPeds  AAPD  AARP  ACSCAN  ACLU  ACPinternists  ACOGAction  AmDiabetesAssn  AFSCME  AFTunion  ahcancal  American Heart  AHAAdvocacy  MuslimHealth  ANANursingWorld  AOAforDOs  APAPsychiatric  APA  PublicHealth  ABHWorg  AAMCtoday  BigCitiesHealth  bread theworld  CALPIRG  TheCHAUSA  CatoInstitute  amprog  CenterForBioDiv  CLASP DC  ReproRights  CenterOnBudget  hospitals kids  cleanh oaction  ClimateReality  ClimateHawkVote  CoalitiononHN  TheRAC  HealthPolicyHub  ConsumersUnion  CF Foundation  Defenders     MomsRising  MomsRising opposes the Senate  GOP health care bill,democrat,None,2017-06-24T14:47:37-04:00
878685146957959169,isis, GOP       NationalADAPT  alaskawild  ActiveRetirees  OurHospitals  aafp  AmerAcadPeds  AAPD  AARP  ACSCAN  ACLU  ACPinternists  ACOGAction  AmDiabetesAssn  AFSCME  AFTunion  ahcancal  American Heart  AHAAdvocacy  MuslimHealth  ANANursingWorld  AOAforDOs  APAPsychiatric  APA  PublicHealth  ABHWorg  AAMCtoday  BigCitiesHealth  bread theworld  CALPIRG  TheCHAUSA  CatoInstitute  amprog  CenterForBioDiv  CLASP DC  ReproRights  CenterOnBudget  hospitals kids  cleanh oaction  ClimateReality  ClimateHawkVote  CoalitiononHN  TheRAC  HealthPolicyHub  ConsumersUnion  CF Foundation  Defenders     Federation of American Hospitals  FedAmerHospital opposes the Senate  GOP health care bill,democrat,None,2017-06-24T14:43:58-04:00
878684205835857921,isis, GOP       NationalADAPT  alaskawild  ActiveRetirees  OurHospitals  aafp  AmerAcadPeds  AAPD  AARP  ACSCAN  ACLU  ACPinternists  ACOGAction  AmDiabetesAssn  AFSCME  AFTunion  ahcancal  American Heart  AHAAdvocacy  MuslimHealth  ANANursingWorld  AOAforDOs  APAPsychiatric  APA  PublicHealth  ABHWorg  AAMCtoday  BigCitiesHealth  bread theworld  CALPIRG  TheCHAUSA  CatoInstitute  amprog  CenterForBioDiv  CLASP DC  ReproRights  CenterOnBudget  hospitals kids  cleanh oaction     The Climate Reality Project  ClimateReality opposes the Senate  GOP health care bill,democrat,None,2017-06-24T14:40:14-04:00
878682356135202816,isis, GOP       NationalADAPT  alaskawild  ActiveRetirees  OurHospitals  aafp  AmerAcadPeds  AAPD  AARP  ACSCAN  ACLU  ACPinternists  ACOGAction  AmDiabetesAssn  AFSCME  AFTunion  ahcancal  American Heart  AHAAdvocacy  MuslimHealth  ANANursingWorld  AOAforDOs  APAPsychiatric     American Psychological Association  APA opposes the Senate  GOP health care bill,democrat,None,2017-06-24T14:32:53-04:00
878696490289565696,aca,Join me tonight in Pittsburgh to tell Republicans loudly and clearly to stop the attack on our health care  https   t co eTrQCp  gN,independent,None,2017-06-24T15:29:03-04:00
878693567207587840,aca,So if you ever lose continuous coverage you will be BANNED for six months from getting it  They just added lead paint to this crap sandwich  https   t co ty eiLqaQ  QT  nycsouthpaw   months of exile from the insurance market seems to me far more draconian than any mandate  https   t co qCdVEggUBH,democrat,None,2017-06-24T15:17:26-04:00
878700046228873216,immigration,Helping kids reject a life of crime requires more than a detention facility  It takes teamwork among parents  teachers  and the community  https   t co t  ITg C X,republican,None,2017-06-24T15:43:11-04:00
878709507479785474,aca,Watch  Tampa heroes Karen &amp  Michael explain most serious challenge to  Medicaid families in history 👉Proud of you  wholeexpanse  NoTrumpcare https   t co vK  UJHpM  QT  ASlavitt This is the single video that could change the tide of the Trumpcare vote   If you don t have time  begin at        https   t co cAP cBLEir https   t co HfZCOIu h ,democrat,None,2017-06-24T16:20:46-04:00
878735004456693760,lgbtq, It allows everyone to be who they are   These kids know what s up  https   t co lIjMJ kZEr  Pride    ,democrat,None,2017-06-24T18:02:05-04:00
878790281595891713,aca,And our D colleagues refuse to lift a finger for Americans who are losing coverage and being priced out of the market   helpisontheway https   t co ctw cgUpdT QT  kerpen Aetna Coventry quits Obamacare in AR  AZ  CT  FL  GA  IL  KS  KY  LA  ME  MI  MO  NC  OH  PA  SC  TN  TX  UT  and WV for        ItsWorking https   t co Nlr LhRvcG,republican,None,2017-06-24T21:41:44-04:00
878995513567326210,guns,Join me in Charleston today to tell Republicans they must stop the attack on our health care  https   t co arEfpoIjdO,independent,None,2017-06-25T11:17:16-04:00
879009971207364609,isis,Watch more about the medal ceremony here   &gt  Tenney presents medals to wife of local war hero via  WKTV  NY   https   t co SybXpADfjq,republican,None,2017-06-25T12:14:43-04:00
879006859981709313,aca,I stand with the health care professionals that reject the sorry GOP Senate repeal bill   ProtectOurCare https   t co bqMZt KVwV,democrat,None,2017-06-25T12:02:21-04:00
879051783892500482,aca,  nytimes  The Senate s Unaffordable Care Act   &gt  https   t co kZKFHUQfYR  trumpcare,democrat,None,2017-06-25T15:00:51-04:00
879044020281815040,lgbtq,Dancing confetti  Pride    ,democrat,None,2017-06-25T14:30:00-04:00
879041259641290752,lgbtq,Wonderful to feel this much love in the City    Pride https   t co zL sFosPE ,democrat,None,2017-06-25T14:19:02-04:00
879039777470902272,isis,Had a great time celebrating our state s pioneer history and visiting with Nebraskans this weekend at  HomesteadDays in  BeatriceNE   NE   https   t co  dL LQlWSS,republican,None,2017-06-25T14:13:09-04:00
879093405615345664,aca, Medicaid is the most important part of my journey to recovery  besides my self motivation    Brittany  from Berea  Ohio https   t co Jtpo xnLuV,democrat,None,2017-06-25T17:46:15-04:00
879132269201555456,aca,Have you submitted your healthcare questions for my Facebook Live town hall yet  Comment here with your Qs today  https   t co PpYJQRI Rl,democrat,None,2017-06-25T20:20:41-04:00
879372746647642116,aca, Trumpcare   higher costs and less coverage   HouseGOP bill would rip health care from    MILLION Americans   ProtectOurCare,democrat,None,2017-06-26T12:16:15-04:00
879445975844237312,isis,Tmrw  pmET  subcmte chairmen  JudgeTedPoe &amp   RepRohrabacher hearing on the terrorist threat to Europe https   t co Z  G SjY I,None,None,2017-06-26T17:07:14-04:00
879474538781827072,aca,Behind the  CBO numbers  there are real Americans who will needlessly suffer under the Senate GOP s bill     million will lose insurance ,democrat,None,2017-06-26T19:00:44-04:00
879440117148119040,aca, USCBO  SenateGOP Bottom line     million more people uninsured under GOP plan  https   t co xgrUIMdoNX,democrat,None,2017-06-26T16:43:57-04:00
879460098854268928,aca,So what happens when millions lose their  healthcare because of the  GOP repeal ,democrat,None,2017-06-26T18:03:21-04:00
879465574115549185,aca,  USCBO analysis   SenateGOP healthcare bill   Millions lose insurance  higher costs w  less coverage &amp  huge job losses  Senate must reject ,democrat,None,2017-06-26T18:25:07-04:00
879474310162862081,aca,The  CBOSCORE shows the Senate s health care bill is a disaster    M kicked off insurance plus skyrocketing costs  https   t co qDewMzqXaE,democrat,None,2017-06-26T18:59:50-04:00
879337773420957697,aca,Remember  the Sen  GOP  HealthcareBill wld INCREASE premiums for middle class NJ ans  And they d pay more for worse coverage   WhatsAtRisk https   t co   iprN TVm,democrat,None,2017-06-26T09:57:17-04:00
879362032432283648,lgbtq,Two years ago today  we finally achieved marriage equality  More hurdles to true equality still remain  but we will prevail   LoveIsTheLaw https   t co nPc AwkalP,democrat,None,2017-06-26T11:33:40-04:00
879388285902127108,isis,I visited the Marine Corps Memorial w  my granddaughter this weekend  We discussed the valor and dedication of our servicemembers  https   t co pB RuMbnGN,democrat,None,2017-06-26T13:18:00-04:00
879412903715237888,isis,The Supreme Court  TrinityLutheran decision is a great victory for religious freedom  An historic win for the First Amendment ,republican,None,2017-06-26T14:55:49-04:00
879459283246645248,aca,Republicans want to restructure our nation’s entire health care system so    million more Americans would be uninsured in       Appalling ,democrat,None,2017-06-26T18:00:07-04:00
879454473579573248,isis,My full statement on unanimous  SCOTUS decision to reinstate most of  POTUS s travel ban  https   t co cIzJdKAUoL  MakeAmericaSafeAgain,republican,None,2017-06-26T17:41:00-04:00
879471431024816128,aca,It’s unacceptable that any American  let alone    million Americans  would lose their health care   TrumpCare is dangerous   CBOscore,democrat,None,2017-06-26T18:48:23-04:00
879460036489224193,aca, Insurance covering certain services would become more expensive  https   t co ZgWPQkE A ,democrat,None,2017-06-26T18:03:06-04:00
879474741618388992,aca, CBO confirms Senate healthcare bill is bad as House bill–gutting Medicaid &amp  leaving    million more without care  https   t co qOuQsqXtJ ,democrat,None,2017-06-26T19:01:32-04:00
879458071004811265,isis,“EXTREMELY EXPENSIVE”    maternity care  mental health care  treatment for kids with autism  This is a massive step backward in America  https   t co GhHbGHhqVL,democrat,None,2017-06-26T17:55:18-04:00
879407875826888705,isis,Trump s  TravelBan is still a  MuslimBan  I hope  SCOTUS will ultimately rule this ban is completely unconstitutional   NewDay https   t co YqRTbaPuEq,democrat,None,2017-06-26T14:35:50-04:00
879353878889865216,isis,CHIP &amp  Medicaid are the backbone of health coverage for millions of American children and pregnant women   DoNoHarm and  ProtectMedicaid,democrat,None,2017-06-26T11:01:16-04:00
879493950486134786,aca,Shame on  POTUS &amp   GOP  Americans deserve better   NoAHCA  NoTrumpCare  SaveACA https   t co pgsqXMcM   QT  nytimes Breaking News  The Senate health bill got its official score     million would lose insurance by       https   t co g gkiSLXPp,democrat,None,2017-06-26T20:17:52-04:00
879504116531286017,isis,  SenWarren cites  AmerMedicalAssn  saying Senate  Trumpcare violates  First  do no harm   https   t co ZFqYd uSWh QT  AmerMedicalAssn The AMA opposes the  Senate s  HealthcareBill  with physicians  vow to  FirstDoNoHarm at the crux of our opposition  https   t co yCCL xj rz https   t co yZoOm CnpS,democrat,None,2017-06-26T20:58:16-04:00
879451693318012929,lgbtq,Two years ago love won  I m proud to celebrate  MarriageEquality with the LGBT community  Victories like these prove that  LoveAlwaysWins  https   t co E TzijdaSz,democrat,None,2017-06-26T17:29:57-04:00
879411956511387649,isis,President Trump’s decision to block individuals from Muslim countries is in stark contrast to our nation s founding values   NoMuslimBanEver,democrat,None,2017-06-26T14:52:03-04:00
879436139358191616,aca,BREAKING   USCBO says  Trumpcare bill will cause    million to lose health coverage and raise costs for many millions more   ProtectOurCare,democrat,None,2017-06-26T16:28:09-04:00
879418990568910849,aca,Better health care means getting rid of mandates and increased taxes   BetterCare https   t co YAEsxQvHbs https   t co TA ScsVyil,republican,None,2017-06-26T15:20:00-04:00
879392531569573888,lgbtq,Proud to help celebrate the second anniversary of the Supreme Court’s  MarriageEquality decision on this  EqualityDay   LGBTQ  LoveisLove https   t co ag i Wm  T,democrat,None,2017-06-26T13:34:52-04:00
879454955555491840,aca,According to the CBO  the Senate GOP healthcare bill will leave    MILLION uninsured  The American people deserve better   ResistTrumpcare ,democrat,None,2017-06-26T17:42:55-04:00
879428602944770050,aca,The real binary choice on health care  A tax cut for America s     richest families or Medicaid for         people  https   t co  NXK DkQmx https   t co  wpy n koG QT  Carrasquillo Spicer says this is not a binary choice on health care  Take this or accept that  Says Obamacare is dying and we must act ,democrat,None,2017-06-26T15:58:12-04:00
879548194325245952,lgbtq,Proud to stand up for  EqualityforAll today as we celebrate the two year anniversary of  MarriageEquality   LoveIsLove http   pbs twimg com media DDTIJG U AAIxii jpg,democrat,None,2017-06-26T23:53:25-04:00
879494308923133952,aca,It goes up to    million under your plan  Senator  https   t co wgK EmX    QT  JohnCornyn    million uninsured under Obamacare,democrat,None,2017-06-26T20:19:18-04:00
879516958873591808,guns,This     ruling is an immense victory for religious liberty and for our critical First Amendment rights  http   reut rs  teOeZo  SCOTUS,republican,None,2017-06-26T21:49:18-04:00
879382450660573185,isis,The organizers must apologize for this outrageous and offensive decision  https   t co MNxpiKNwcf,democrat,None,2017-06-26T12:54:49-04:00
879451179780014081,aca,Rep  Cicilline Statement on CBO Score for Senate Health Care Bill https   t co MKZP bcH j,democrat,None,2017-06-26T17:27:55-04:00
879462779228491776,isis,Proud to launch Congressional Caucus for  Syria w  my colleague  RepBrendanBoyle as we work towards a  FreeSyria  https   t co SgOEMschEo,republican,None,2017-06-26T18:14:00-04:00
879478852262744065,aca,According to data from the      American Community Survey       million veterans rely on Medicaid  that is nearly   in    veterans ,None,None,2017-06-26T19:17:52-04:00
879481916906389505,lgbtq,  years ago today  the Supreme Court ruled in favor of marriage equality       years ago today  love won   LoveIsLove https   t co Vex zY  nm,democrat,None,2017-06-26T19:30:03-04:00
